-0.105389,-0.047434,-0.133018,-0.140623
-0.151016,-0.091749,-0.064743,-0.127682
-0.029667,-0.132185,0.019711,0.010145
-0.016722,0.025997,0.080544,0.077765
-0.014458,-0.000853,0.052391,0.01791
0.003017,-0.031582,-0.03368,0.004644
0.085211,-0.011528,-0.000999,-0.012178
0.039583,0.060932,-0.000675,-0.033209
0.07971,0.067078,-0.006176,-0.064592
-0.085972,0.039259,-0.039181,-0.186565
-0.183374,-0.109217,-0.113928,-0.123152
-0.126745,-0.157093,-0.030767,0.003027
0.030523,-0.070076,0.026182,0.153149
0.203001,0.081635,0.09478,0.103323
0.168699,0.169945,0.134581,0.065794
-0.090179,0.118511,0.047539,-0.1513
-0.201174,-0.134449,-0.099689,-0.251274
-0.098593,-0.129921,-0.188351,-0.155184
-0.075617,-0.012497,-0.092247,-0.115711
-0.018341,-0.035141,-0.004234,-0.048092
0.092653,0.03376,0.014856,0.113676
0.058352,0.046051,0.130051,0.187767
0.126955,0.040876,0.110313,0.089735
0.122747,0.054787,0.071806,0.083588
0.084887,0.095545,0.04689,-0.109241
-0.133541,0.106865,-0.029797,-0.288481
-0.247448,-0.046463,-0.200323,-0.29495
-0.171726,-0.190086,-0.210354,-0.196272
-0.155546,-0.135742,-0.076393,-0.062004
0.028582,-0.133478,0.015827,0.109795
0.177113,0.014029,0.100281,0.158325
0.127602,0.180618,0.123903,0.074852
0.022432,0.037966,0.056599,0.006262
0.069355,-0.027378,-0.042093,-0.083035
-0.038404,0.041847,-0.000675,-0.046474
-0.079176,-0.024466,-0.03368,-0.108271
-0.066557,-0.043875,-0.064096,-0.090153
-0.044876,0.020821,-0.005852,-0.00215
0.017256,-0.002792,-0.014589,0.038616
0.02211,-0.03223,0.038801,-0.017033
0.053822,-0.00894,-0.022032,-0.018003
-0.002808,0.042818,0.007414,-0.036768
-0.040993,0.056404,0.043009,-0.001179
-0.016722,-0.030935,0.00062,-0.004414
-0.052319,-0.014439,-0.070568,-0.080122
-0.050053,-0.043552,-0.079304,-0.079151
-0.025459,0.017586,-0.017178,-0.067505
0.032787,-0.007322,0.031683,0.001734
0.070002,0.014675,0.025858,0.039263
0.035378,0.034082,-0.009735,-0.014444
-0.03355,-0.023172,-0.013294,-0.080446
-0.067528,-0.036758,-0.013618,-0.072033
-0.078205,-0.009262,0.033947,0.007557
-0.017046,-0.028025,-0.030445,-0.005384
0.009165,-0.029964,-0.06345,-0.096622
-0.004425,-0.003117,-0.066038,-0.083035
0.001398,-0.005381,-0.010706,-0.044533
0.028582,0.004,0.039772,0.011116
0.022757,0.025997,0.040743,0.00238
-0.002161,-0.008615,0.030712,0.073559
-0.01025,0.015968,0.041389,0.009821
-0.036139,0.006588,-0.002293,-0.015415
-0.047464,-0.022526,-0.065714,-0.088211
-0.032902,-0.015409,-0.060213,-0.115065
0.028257,0.023409,-0.049858,-0.065563
0.016285,-0.004734,0.016474,0.008528
-0.00119,-0.004734,0.00062,0.038616
-0.004103,0.017586,0.002884,-0.023502
-0.000866,0.003675,0.009356,-0.014444
-0.029343,0.006264,0.017122,-0.050356
-0.037434,-0.023497,0.002562,-0.007326
-0.019634,-0.000528,-0.012972,-0.076887
-0.050377,-0.026083,-0.051153,-0.106005
-0.016399,-0.034817,-0.065067,-0.085623
-0.003778,-0.014114,0.009356,0.014351
0.041849,0.007559,0.029741,0.025351
0.044762,0.011763,0.013563,0.025999
-0.001513,0.030201,0.024887,-0.019943
-0.041639,-0.007969,0.010651,-0.076563
-0.052641,-0.017673,-0.005205,-0.06168
-0.026754,-0.007322,-0.066038,-0.097269
-0.027725,-0.024466,-0.074774,-0.096622
-0.016722,-0.022202,-0.048241,-0.055857
-0.004425,-0.002792,0.035566,0.028263
0.03117,-0.005705,0.05142,0.063852
0.035053,0.001411,0.011621,0.032145
-0.035814,-0.007969,0.00062,-0.014767
-0.020283,0.0357,0.010326,-0.086594
-0.017693,0.02632,-0.013294,-0.073975
0.000427,0.031496,-0.058596,-0.126389
-0.051348,-0.00894,-0.064096,-0.134476
-0.062027,-0.04064,-0.06798,-0.061357
-0.038404,-0.039993,-0.014265,-0.010239
-0.002808,-0.032553,0.05757,0.054146
0.049938,-0.002792,0.028124,0.032793
-0.000219,-0.009911,0.031359,0.021145
-0.03355,-0.029642,0.018093,-0.032562
-0.043581,0.010145,-0.022678,-0.105034
0.015314,0.043465,-0.046299,-0.095652
-0.006044,0.052521,-0.072186,-0.158419
-0.027725,-0.014114,-0.057625,-0.074945
-0.021254,-0.05649,0.040743,0.068705
0.033112,-0.029642,0.072454,0.098146
0.030199,0.012733,0.032654,0.034086
-0.010899,-0.013145,-0.030767,-0.053593
-0.060408,-0.030935,-0.01556,-0.064917
-0.011869,-0.003441,-0.025267,-0.051975
-0.018017,0.038612,-0.063126,-0.100182
-0.043905,-0.006027,-0.06798,-0.133829
-0.05879,-0.071693,-0.061508,-0.070415
-0.047789,-0.049698,0.038479,0.00238
0.009489,-0.017349,0.044626,0.05641
0.032141,0.022114,0.028124,-0.003445
0.016285,0.059315,0.017769,-0.00959
-0.003778,0.010469,0.020035,-0.037415
-0.023195,0.003675,-0.03368,-0.07527
0.013048,0.015322,-0.031092,-0.062004
0.009813,-0.01185,-0.056978,-0.092417
-0.053936,-0.009911,-0.038534,-0.077534
-0.052319,-0.037729,0.026829,0.007233
0.027611,-0.001823,0.031036,0.048969
0.078739,0.011116,0.041067,0.046381
0.009165,0.041847,0.033625,0.025028
-0.030638,0.022438,-0.037239,-0.09371
-0.045198,-0.037405,-0.060537,-0.105682
-0.038404,-0.006027,-0.070568,-0.101475
-0.041964,-0.015732,-0.048241,-0.089504
-0.078854,-0.06749,-0.028826,-0.037092
-0.032255,-0.061666,0.019386,0.059322
0.029228,-0.008615,0.07666,0.093618
0.082298,0.034731,0.019064,0.014351
0.037642,0.039906,0.017122,-0.013149
-0.023518,0.029554,0.015827,-0.059416
-0.051348,0.000118,-0.061831,-0.12833
-0.036463,-0.019613,-0.093866,-0.137712
-0.031609,0.015644,-0.069597,-0.117975
-0.027401,-0.028349,0.019386,-0.011532
-0.009928,-0.034494,0.040743,0.039263
0.036995,-0.034494,0.043009,0.075823
0.043142,0.018232,0.015505,0.014997
0.025669,0.033436,0.050127,-0.003445
-0.029667,0.037642,0.00515,-0.069769
-0.029989,-0.002792,-0.062479,-0.106005
0.018873,0.03376,-0.037239,-0.081739
-0.011545,0.025349,-0.02915,-0.063299
-0.052965,-0.032877,-0.030121,-0.055857
-0.031931,-0.036112,-0.012323,0.017263
0.017902,-0.039022,0.031683,0.06547
0.041849,0.006264,0.012592,0.011438
-0.013809,0.048317,0.002237,-0.042269
-0.04261,-0.009586,-0.004234,-0.065887
-0.041964,-0.036434,-0.02009,-0.057798
-0.015429,0.008528,-0.059242,-0.075916
-0.034197,-0.014439,-0.023003,-0.066856
-0.021254,-0.013468,-0.003588,-0.036121
0.009489,-0.009262,0.036537,0.03797
0.073885,0.007559,0.050451,0.067087
0.072268,0.014029,-0.000351,-0.004738
-0.020283,0.018879,-0.006176,-0.054886
-0.071411,0.009823,-0.026237,-0.102446
-0.051348,-0.020908,-0.03368,-0.112152
-0.001837,-0.004734,-0.040798,-0.077858
-0.031931,-0.01185,-0.052124,-0.080446
-0.054907,-0.02479,-0.024296,-0.040327
-0.021576,-0.021231,0.012592,0.005291
0.028904,-0.013792,0.021975,0.064177
0.021461,-0.003763,0.035889,0.011438
0.030199,0.029232,0.008709,-0.000854
-0.014133,0.06352,0.023916,-0.048416
-0.019312,0.016293,-0.010382,-0.073975
-0.028048,0.002707,-0.05892,-0.089182
-0.037109,-0.021555,-0.096777,-0.133829
