-0.115097,-0.043552,-0.066038,-0.134476
-0.137749,-0.084311,-0.109074,-0.154213
-0.089533,-0.100161,-0.099043,-0.092417
-0.031609,-0.042904,-0.002939,0.001085
0.031816,0.022438,0.096722,0.071293
0.064823,0.041201,0.089603,0.064499
0.118864,0.072254,0.041389,0.046381
0.083916,0.080664,0.020357,0.004969
-0.011221,0.037966,-0.027208,-0.072681
-0.092443,-0.026731,-0.061508,-0.141272
-0.133541,-0.075575,-0.098072,-0.137388
-0.085649,-0.082045,-0.083836,-0.105358
-0.011545,-0.029318,0.006121,0.011763
0.005606,0.016293,0.088957,0.088118
0.066442,0.039906,0.076014,0.078411
0.080357,0.039906,-0.000999,0.011763
0.069031,0.038935,-0.030121,-0.035151
-0.040344,0.004971,-0.026237,-0.124447
-0.103123,-0.058107,-0.077686,-0.156801
-0.1371,-0.076546,-0.086424,-0.133507
-0.076588,-0.06749,-0.04274,-0.081739
-0.014458,-0.006676,0.040096,0.02891
0.055117,0.036995,0.09737,0.121765
0.089417,0.066107,0.078602,0.079058
0.117571,0.084869,0.014856,0.017263
0.07259,0.051874,-0.030121,-0.033209
-0.024166,0.010469,-0.03821,-0.112799
-0.112831,-0.069107,-0.08707,-0.132212
-0.145514,-0.093367,-0.0861,-0.136742
-0.096975,-0.080427,-0.05892,-0.095005
-0.042934,-0.005381,0.042685,0.010145
0.036995,0.032143,0.1019,0.098795
0.089741,0.061579,0.091869,0.064499
0.123396,0.058344,-0.01556,0.017586
0.062235,0.025349,-0.040152,-0.039032
-0.032902,-0.003441,-0.049212,-0.121534
-0.122215,-0.065872,-0.091276,-0.149359
-0.143896,-0.092073,-0.094513,-0.130594
-0.098593,-0.080105,-0.067656,-0.093388
-0.03355,-0.026731,0.043009,0.01791
0.050262,0.062872,0.116137,0.108177
0.099125,0.06546,0.106752,0.076147
0.119513,0.066431,0.013239,0.018232
0.078415,0.059639,-0.022032,-0.019943
-0.033873,0.024055,-0.039181,-0.099211
