-0.043581,-0.032877,-0.004559,-0.069769
-0.073029,-0.047756,-0.019119,-0.042269
-0.081766,-0.060371,-0.041769,-0.071711
-0.065586,-0.057138,-0.06798,-0.103741
-0.01284,-0.005381,-0.035297,-0.056503
0.061913,0.034082,-0.010059,0.003998
0.076797,0.06352,0.043009,0.032793
0.038288,0.075811,0.040096,0.001734
-0.002161,0.007881,0.035566,0.007557
-0.040022,-0.023819,0.002884,-0.053268
-0.062349,-0.052608,-0.017178,-0.032562
-0.07497,-0.048727,-0.044035,-0.073652
-0.034843,-0.041935,-0.07704,-0.111181
0.010784,0.007881,-0.040798,-0.052298
0.036671,0.00691,-0.014265,0.000439
0.048321,0.037317,0.019711,0.014027
0.024052,0.048317,0.044626,0.014997
-0.012192,0.003353,0.055628,-0.004414
-0.045847,-0.021231,-0.007147,-0.062975
-0.065586,-0.042582,-0.023973,-0.037739
-0.096975,-0.04711,-0.0518,-0.093063
-0.039698,-0.032553,-0.069921,-0.106005
0.027933,0.002707,-0.029474,-0.044857
0.067089,0.037642,0.008062,0.011763
0.070002,0.051228,0.039772,0.035704
0.041849,0.050903,0.037184,0.022116
-0.030313,-0.009262,0.025858,-0.016708
-0.041964,-0.025761,-0.012648,-0.073004
-0.067528,-0.04064,-0.022354,-0.040974
-0.097622,-0.06296,-0.044357,-0.095652
-0.05879,-0.048403,-0.081894,-0.113123
0.015636,0.017262,-0.046947,-0.051327
0.039583,0.001736,0.003532,0.027939
0.074856,0.05899,0.03686,0.0425
0.057381,0.070312,0.035566,0.002703
-0.01025,0.020821,0.059834,-0.015415
-0.029989,-0.020262,0.01421,-0.057474
-0.081118,-0.061989,-0.030767,-0.040327
-0.098593,-0.077841,-0.056654,-0.076241
-0.063969,-0.039347,-0.092571,-0.112799
0.00593,0.005293,-0.044357,-0.064917
0.061913,0.025997,-0.002617,0.002703
0.065794,0.054138,0.040096,0.029234
0.038937,0.060286,0.044302,0.027939
-0.019634,0.002382,0.050127,0.011763
-0.028372,-0.023497,-0.003588,-0.065563
-0.063969,-0.052933,-0.023649,-0.05521
-0.085325,-0.049374,-0.050829,-0.091446
-0.033873,-0.035788,-0.086424,-0.110535
0.002693,0.014351,-0.03368,-0.04615
0.053175,0.026966,0.004179,0.027939
0.05641,0.040876,0.03686,0.024057
0.029228,0.046375,0.047215,0.00691
-0.026754,0.006264,0.034271,-0.005709
-0.029018,-0.028349,-0.003263,-0.066856
-0.066879,-0.046139,-0.039181,-0.048416
-0.089855,-0.061989,-0.041122,-0.07818
-0.040022,-0.024143,-0.070892,-0.100828
0.021786,0.018232,-0.04727,-0.054239
0.044113,0.013058,-0.005205,0.007233
0.064177,0.039583,0.0278,0.035704
0.035378,0.052521,0.069864,0.025999
-0.008957,0.008528,0.060804,0.012409
-0.040668,-0.030613,-0.003588,-0.064592
-0.073353,-0.046785,-0.041447,-0.072033
-0.097946,-0.071371,-0.069921,-0.106005
-0.039373,-0.025114,-0.089336,-0.101475
